InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-503758,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-09-13 05:27:11,16.75,CUST-10462,United Kingdom
INV-500034,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,4,2025-08-15 14:37:32,9.99,CUST-10354,France
INV-502166,PROD-104,Organic Lavender Candle,Home Decor,2,2025-08-24 18:44:06,12.0,CUST-10342,United Kingdom
INV-503639,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-12-27 09:18:20,14.5,CUST-10054,United Kingdom
INV-503972,PROD-104,Organic Lavender Candle,Home Decor,10,2025-01-13 05:31:37,12.0,CUST-10841,Australia
INV-503380,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-07-29 16:21:55,28.99,CUST-10259,United States
INV-503176,PROD-106,Leather Executive Notebook,Stationery,12,2025-08-17 10:22:57,22.5,CUST-10876,United Kingdom
INV-500175,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-04-10 21:17:50,34.5,CUST-10920,Germany
INV-502153,PROD-106,Leather Executive Notebook,Stationery,1,2025-01-31 07:28:17,22.5,CUST-10997,United Kingdom
INV-501586,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-01-16 13:08:00,16.75,CUST-10914,United Kingdom
INV-503658,PROD-106,Leather Executive Notebook,Stationery,1,2025-05-17 15:55:20,22.5,CUST-11111,United Kingdom
INV-503002,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-11-25 20:09:52,19.99,CUST-10903,United Kingdom
INV-500952,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-06-15 18:58:09,24.0,CUST-10269,Germany
INV-502871,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-11-06 08:52:21,9.99,CUST-10965,United Kingdom
INV-504329,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-04-10 03:57:14,89.99,CUST-11149,United Kingdom
INV-502714,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-04-19 20:52:52,34.5,CUST-10838,United Kingdom
INV-503656,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-12-09 00:56:16,28.99,CUST-10184,United Kingdom
INV-502978,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-06-22 08:33:03,28.99,CUST-10364,United Kingdom
INV-501809,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-08-25 11:27:29,19.99,CUST-10719,Germany
INV-502806,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,5,2025-06-11 11:57:05,34.5,CUST-11031,United Kingdom
INV-504151,PROD-106,Leather Executive Notebook,Stationery,1,2025-08-04 04:34:07,22.5,CUST-10653,United Kingdom
INV-503759,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-09-21 23:51:05,28.99,CUST-10901,United Kingdom
INV-503328,PROD-106,Leather Executive Notebook,Stationery,4,2025-09-20 04:38:33,22.5,CUST-11155,United Kingdom
INV-502970,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,5,2025-10-19 01:20:58,19.99,CUST-11017,Spain
INV-503134,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,3,2025-10-01 14:11:55,34.5,CUST-10322,France
C501959,PROD-106,Leather Executive Notebook,Stationery,-1,2025-01-03 23:36:48,22.5,CUST-10905,United Kingdom
INV-500805,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,5,2025-01-28 16:37:14,16.75,CUST-10101,United Kingdom
INV-503100,PROD-106,Leather Executive Notebook,Stationery,2,2025-11-22 22:47:40,22.5,CUST-10794,United Kingdom
INV-501575,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-05-29 01:15:39,18.25,CUST-10074,United Kingdom
INV-503730,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-01-28 17:46:23,16.75,CUST-11123,United Kingdom
INV-500599,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-11-06 05:14:17,45.0,CUST-10743,Spain
INV-502615,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-03-06 01:29:24,89.99,CUST-10235,United Kingdom
INV-503371,PROD-106,Leather Executive Notebook,Stationery,1,2025-12-22 18:19:45,22.5,CUST-10887,Netherlands
INV-500611,PROD-104,Organic Lavender Candle,Home Decor,1,2025-01-21 16:26:09,12.0,CUST-10726,United Kingdom
INV-501949,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-09-09 23:59:26,18.25,CUST-10810,United Kingdom
INV-500560,PROD-110,Smart LED Desk Lamp,Electronics,5,2025-08-23 05:51:18,45.0,CUST-10328,United Kingdom
INV-502546,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-08-15 10:26:14,89.99,CUST-10835,United Kingdom
INV-500626,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-01-13 00:14:29,9.99,CUST-10369,United Kingdom
INV-502811,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-11-09 17:23:44,18.25,CUST-10258,United Kingdom
INV-501610,PROD-102,Wireless Ergonomic Mouse,Electronics,20,2025-02-18 11:07:55,28.99,CUST-10227,United Kingdom
INV-503262,PROD-106,Leather Executive Notebook,Stationery,3,2025-04-28 01:00:59,22.5,CUST-10376,Germany
INV-503782,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-02-23 10:06:10,34.5,CUST-10144,United States
INV-500674,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-05-18 16:09:45,18.25,,United Kingdom
INV-503722,PROD-106,Leather Executive Notebook,Stationery,1,2025-02-22 22:12:01,22.5,CUST-11062,United Kingdom
INV-500048,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-02-13 12:09:11,19.99,CUST-10705,United States
INV-501386,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-10-30 17:25:58,16.75,CUST-10708,France
INV-501902,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-02-22 23:34:33,14.5,CUST-10096,United Kingdom
INV-503567,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,5,2025-03-15 01:25:31,18.25,CUST-10245,United Kingdom
INV-504372,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-02-15 00:22:38,28.99,CUST-10332,United Kingdom
INV-502094,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,3,2025-01-13 15:56:11,9.99,CUST-10764,Netherlands
INV-503842,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-06-14 22:51:47,34.5,CUST-10277,France
INV-504311,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-04-12 21:58:59,16.75,,United States
C500229,PROD-110,Smart LED Desk Lamp,Electronics,-1,2025-10-07 04:30:46,45.0,CUST-10251,United Kingdom
INV-503492,PROD-106,Leather Executive Notebook,Stationery,1,2025-09-15 04:46:56,22.5,CUST-10895,Spain
INV-501685,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-12-03 11:26:49,18.25,CUST-10017,United Kingdom
INV-501310,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-12-22 11:56:27,45.0,CUST-10389,United States
INV-504141,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,5,2025-05-18 05:42:57,34.5,CUST-11027,United Kingdom
INV-500632,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-06-12 11:45:20,45.0,CUST-10748,United Kingdom
INV-502422,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-04-21 03:08:21,24.0,CUST-10011,United Kingdom
INV-502750,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-04-12 20:50:51,28.99,CUST-10769,United Kingdom
INV-500332,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-01-17 00:14:51,19.99,CUST-10258,United Kingdom
INV-501879,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,20,2025-09-25 06:06:12,24.0,CUST-10428,United Kingdom
INV-500506,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-07-01 14:00:57,14.5,CUST-10596,Spain
INV-504212,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-01-24 15:07:15,34.5,CUST-10294,United Kingdom
INV-500942,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-01-29 05:48:52,9.99,CUST-11135,United Kingdom
C500635,PROD-105,Noise-Cancelling Headphones,Electronics,-2,2025-06-20 01:09:52,89.99,CUST-10205,United Kingdom
INV-501589,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-08-16 04:28:48,16.75,CUST-10221,United Kingdom
INV-501462,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,5,2025-07-07 06:20:36,9.99,CUST-11036,United Kingdom
INV-501991,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-12-12 06:53:57,19.99,CUST-10039,United Kingdom
INV-501734,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-08-18 06:19:38,9.99,CUST-10504,United Kingdom
C502263,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,-4,2025-11-17 11:58:50,18.25,CUST-10600,Netherlands
C500112,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,-6,2025-12-06 04:38:28,9.99,CUST-10612,United Kingdom
INV-502263,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-04-29 06:43:52,24.0,CUST-10521,United Kingdom
INV-500426,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,6,2025-06-05 15:54:26,34.5,CUST-11144,France
INV-501066,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-09-29 10:56:52,14.5,CUST-10304,United Kingdom
INV-502811,PROD-106,Leather Executive Notebook,Stationery,2,2025-06-24 01:19:42,22.5,CUST-10595,Germany
INV-504379,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-04-14 16:59:56,19.99,CUST-10201,Netherlands
INV-500833,PROD-102,Wireless Ergonomic Mouse,Electronics,20,2025-04-02 07:18:35,28.99,CUST-10561,United Kingdom
INV-500229,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-07-05 02:47:32,34.5,CUST-10411,United Kingdom
INV-504480,PROD-106,Leather Executive Notebook,Stationery,1,2025-10-10 05:25:21,22.5,CUST-10219,United Kingdom
INV-504254,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-06-30 19:17:14,19.99,CUST-11178,United Kingdom
INV-500823,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-06-19 22:59:15,19.99,CUST-10323,United Kingdom
INV-502518,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-07-06 19:21:30,9.99,CUST-10610,Germany
INV-503667,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-06-24 09:52:26,18.25,CUST-10339,United States
INV-504303,PROD-104,Organic Lavender Candle,Home Decor,4,2025-08-10 22:02:25,12.0,CUST-10133,United Kingdom
INV-504269,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-08-21 07:12:52,24.0,CUST-10827,United Kingdom
INV-501823,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-06-11 21:40:59,16.75,,United Kingdom
INV-501104,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-05-14 17:53:05,19.99,CUST-10146,United Kingdom
INV-501041,PROD-110,Smart LED Desk Lamp,Electronics,3,2025-08-12 06:07:10,45.0,CUST-11136,United Kingdom
INV-500707,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-06-02 11:12:56,28.99,CUST-10432,United Kingdom
INV-501383,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-02-02 23:47:21,16.75,CUST-10386,Spain
INV-501891,PROD-106,Leather Executive Notebook,Stationery,3,2025-02-24 21:30:00,22.5,CUST-11057,Germany
INV-501302,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-01-07 21:46:52,28.99,CUST-10061,United Kingdom
INV-503021,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,3,2025-09-01 05:00:55,34.5,CUST-10443,Spain
INV-500676,PROD-104,Organic Lavender Candle,Home Decor,3,2025-11-09 07:04:53,12.0,CUST-10195,United States
INV-502564,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-05-06 20:47:41,19.99,CUST-10086,Spain
INV-503322,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-01-12 10:12:55,34.5,CUST-10890,United Kingdom
INV-501563,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-01-16 14:10:57,19.99,CUST-11150,United Kingdom
INV-501260,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-07-27 23:51:49,24.0,CUST-11185,United Kingdom
INV-503203,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,5,2025-02-12 10:04:13,24.0,CUST-10924,Australia
INV-502353,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-05-15 14:24:44,19.99,CUST-10171,Germany
INV-500357,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-08-16 21:14:57,24.0,CUST-10398,United Kingdom
INV-503234,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-04-21 04:55:05,28.99,CUST-10812,Spain
INV-500418,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-11-03 12:24:36,34.5,CUST-10330,United Kingdom
INV-503955,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-06-09 21:57:25,28.99,CUST-10251,France
INV-501593,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-11-27 01:58:21,18.25,CUST-11032,United Kingdom
INV-501385,PROD-110,Smart LED Desk Lamp,Electronics,5,2025-09-21 17:21:35,45.0,CUST-10762,United Kingdom
INV-504407,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-08-13 01:19:03,24.0,CUST-10034,United Kingdom
INV-502751,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,10,2025-08-05 02:29:11,24.0,CUST-10777,United Kingdom
INV-500244,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-02-14 01:56:54,9.99,CUST-10933,United Kingdom
INV-500614,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-08-02 10:03:00,24.0,CUST-10668,United Kingdom
INV-500249,PROD-104,Organic Lavender Candle,Home Decor,1,2025-02-28 15:49:37,12.0,CUST-10709,Spain
INV-503093,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-05-12 16:32:14,89.99,CUST-10729,Spain
INV-501595,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-04-14 17:33:29,24.0,CUST-10627,United Kingdom
INV-501929,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-07-14 11:38:28,34.5,CUST-10076,United Kingdom
INV-500510,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-06-06 14:08:38,18.25,CUST-10373,United Kingdom
INV-503967,PROD-106,Leather Executive Notebook,Stationery,1,2025-04-08 02:16:59,22.5,CUST-10052,United Kingdom
INV-501365,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-08-14 01:59:23,9.99,CUST-10257,Germany
INV-500923,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-07-24 00:41:10,16.75,CUST-10131,United Kingdom
INV-500073,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-03-20 04:35:43,45.0,CUST-10594,United Kingdom
INV-500808,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,4,2025-05-04 05:21:16,19.99,CUST-10927,United Kingdom
INV-502878,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,4,2025-08-06 10:14:41,9.99,CUST-10248,United Kingdom
INV-502267,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-01-04 21:55:50,89.99,CUST-10397,Germany
INV-502126,PROD-104,Organic Lavender Candle,Home Decor,5,2025-03-31 02:09:09,12.0,CUST-10068,United Kingdom
INV-504330,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-04-14 06:43:02,16.75,CUST-10920,United States
INV-502204,PROD-104,Organic Lavender Candle,Home Decor,1,2025-04-29 21:30:50,12.0,CUST-10653,United Kingdom
INV-503679,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-05-13 22:22:23,18.25,CUST-10651,United Kingdom
INV-503658,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-11-08 05:56:23,24.0,CUST-10944,United Kingdom
INV-500984,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-04-06 21:49:38,89.99,CUST-10339,Germany
INV-501298,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-11-27 07:03:32,14.5,CUST-10373,United Kingdom
INV-503744,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-05-23 03:39:41,34.5,CUST-10884,United Kingdom
INV-503280,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-10-15 12:28:18,19.99,CUST-10256,Netherlands
INV-503955,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-01-28 16:33:50,14.5,CUST-10515,United Kingdom
INV-502653,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-10-05 00:56:45,16.75,CUST-10846,United Kingdom
INV-503687,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-08-21 03:01:02,14.5,CUST-10307,United Kingdom
INV-502962,PROD-104,Organic Lavender Candle,Home Decor,2,2025-01-17 15:11:19,12.0,CUST-10601,United Kingdom
INV-502946,PROD-110,Smart LED Desk Lamp,Electronics,3,2025-02-28 07:58:08,45.0,CUST-10731,United Kingdom
INV-503045,PROD-104,Organic Lavender Candle,Home Decor,1,2025-03-31 13:20:17,12.0,CUST-10490,United Kingdom
INV-500859,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-07-18 03:35:39,19.99,CUST-10638,Australia
INV-502085,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-12-28 10:59:45,16.75,CUST-10637,France
INV-502727,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-01-26 06:22:22,14.5,CUST-10706,United Kingdom
INV-500376,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-01-25 01:27:52,45.0,CUST-10197,United Kingdom
INV-504471,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-10-28 12:15:34,16.75,CUST-11031,United Kingdom
INV-502794,PROD-104,Organic Lavender Candle,Home Decor,1,2025-12-05 06:44:25,12.0,CUST-11116,France
C501065,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,-5,2025-09-24 13:23:12,24.0,CUST-10656,United Kingdom
INV-503682,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,5,2025-06-30 07:57:48,16.75,CUST-10015,United States
INV-502007,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-12-26 22:39:20,19.99,CUST-10905,Spain
INV-503201,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-03-09 19:14:43,24.0,CUST-10463,United Kingdom
INV-501051,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-12-17 02:34:57,28.99,CUST-10914,Australia
INV-500628,PROD-106,Leather Executive Notebook,Stationery,3,2025-11-17 17:46:45,22.5,CUST-10817,United Kingdom
INV-502373,PROD-106,Leather Executive Notebook,Stationery,2,2025-02-18 16:13:54,22.5,CUST-10827,United Kingdom
INV-503974,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-06-24 17:59:09,18.25,,United Kingdom
INV-501183,PROD-104,Organic Lavender Candle,Home Decor,5,2025-02-21 00:26:47,12.0,CUST-11150,United Kingdom
INV-501277,PROD-106,Leather Executive Notebook,Stationery,2,2025-04-12 16:26:23,22.5,CUST-10159,France
INV-501951,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,5,2025-08-04 15:38:25,19.99,CUST-10847,United Kingdom
INV-503921,PROD-106,Leather Executive Notebook,Stationery,4,2025-07-07 07:46:13,22.5,CUST-10497,United Kingdom
INV-503424,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-02-26 06:25:17,14.5,CUST-10463,United Kingdom
INV-501325,PROD-110,Smart LED Desk Lamp,Electronics,3,2025-02-16 22:46:26,45.0,CUST-10341,United Kingdom
INV-501171,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,5,2025-06-08 22:31:11,34.5,CUST-10507,United Kingdom
INV-504316,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-06-23 02:07:25,16.75,CUST-10150,France
INV-503769,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-08-30 11:43:58,28.99,CUST-11021,Germany
INV-501871,PROD-104,Organic Lavender Candle,Home Decor,2,2025-10-09 19:21:34,12.0,CUST-10574,United Kingdom
INV-503631,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,10,2025-08-29 11:36:13,19.99,CUST-10885,United Kingdom
INV-502310,PROD-106,Leather Executive Notebook,Stationery,3,2025-01-05 04:39:46,22.5,CUST-10894,Germany
INV-502343,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-03-25 11:18:13,28.99,CUST-10695,United Kingdom
INV-503386,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-11-04 07:22:58,19.99,CUST-10212,France
INV-503067,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-12-27 12:53:28,24.0,CUST-10584,Germany
INV-502339,PROD-106,Leather Executive Notebook,Stationery,1,2025-09-05 19:21:42,22.5,CUST-10795,United Kingdom
INV-500683,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-02-23 23:34:05,34.5,CUST-10665,United Kingdom
INV-500875,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-06-10 04:11:16,24.0,CUST-10187,United Kingdom
INV-501054,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-08-14 05:22:57,45.0,CUST-10767,United Kingdom
INV-503753,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,4,2025-01-15 02:34:38,14.5,CUST-10986,United Kingdom
INV-502602,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-08-12 18:00:08,45.0,CUST-10182,United Kingdom
INV-504014,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-03-02 09:18:59,45.0,CUST-10383,United Kingdom
INV-500348,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-05-02 03:10:40,89.99,CUST-10024,United Kingdom
C504314,PROD-106,Leather Executive Notebook,Stationery,-3,2025-10-04 07:17:25,22.5,CUST-10916,United States
INV-501022,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-02-15 06:08:17,24.0,CUST-10037,United Kingdom
INV-500449,PROD-104,Organic Lavender Candle,Home Decor,2,2025-10-21 20:28:23,12.0,CUST-10301,United Kingdom
INV-500503,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-03-03 18:38:12,16.75,CUST-10099,United Kingdom
INV-500085,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-03-27 00:19:11,14.5,CUST-10658,United Kingdom
INV-503322,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,4,2025-07-29 06:01:38,18.25,,United Kingdom
INV-500522,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-03-19 04:53:21,45.0,CUST-10469,United Kingdom
INV-503151,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-07-21 07:26:47,28.99,CUST-10054,France
INV-503692,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-10-29 12:35:02,28.99,CUST-10583,Spain
INV-502508,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-08-11 23:51:04,14.5,CUST-10754,United Kingdom
INV-500629,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-08-10 02:13:59,18.25,CUST-10126,United Kingdom
C500017,PROD-110,Smart LED Desk Lamp,Electronics,-1,2025-01-03 13:10:27,45.0,CUST-11091,United Kingdom
INV-501268,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-01-06 19:57:19,89.99,CUST-10152,United Kingdom
INV-501176,PROD-106,Leather Executive Notebook,Stationery,1,2025-04-03 16:07:29,22.5,CUST-11172,United Kingdom
INV-501632,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-01-08 05:17:33,34.5,CUST-10225,United States
INV-503769,PROD-104,Organic Lavender Candle,Home Decor,1,2025-08-23 23:58:18,12.0,CUST-10837,United Kingdom
